filename,hotspot,hotspots
imgFC366_png.rf.e05ed1662a22653a1c5c6abb3ed77b0f.jpg,1,0
imgFC233_png.rf.d727995f60121475b5e75f1c0a969a8f.jpg,1,0
imgFC772_png.rf.1e2c188e13835c5f943f7b6dea2c2e78.jpg,1,0
imgFC899_png.rf.89ec003bb34319902d56efc00d4e2889.jpg,1,0
imgFC677_png.rf.59feff7346edead781b9e1f766b34ce9.jpg,1,0
imgFC313_png.rf.da3c43f9fb0c2979993c14493a7e500b.jpg,1,0
imgFC233_png.rf.29e376b52ed6f5a56f095503717edda0.jpg,1,0
imgFC222_png.rf.1301f5cdafa7938e73a8d9f4f158d56f.jpg,1,0
imgFC91_png.rf.f0b5b4b1f908bf5f4c677796aee4dbdc.jpg,1,0
imgFC78_png.rf.931279a6cd34790ac4c8969f617a50aa.jpg,1,0
imgFC525_png.rf.63139bc7478b5580ffd18560a6df5e05.jpg,1,0
imgFC366_png.rf.4336072de2f080ef17370fa40ac0c33d.jpg,1,0
imgFC233_png.rf.8d1a47a19f7e830bbaafcf3257c7f036.jpg,1,0
imgFC258_png.rf.4f4d589b5e818b92370cfead8645b617.jpg,1,0
imgFC715_png.rf.f523cbf48a564c06aac75af23a9bad9e.jpg,1,0
imgFC23_png.rf.cdb340cac9fddf9dcd83096236ea5329.jpg,1,0
imgFC880_png.rf.7bf00709ebad19fb0665f5c08a5a915c.jpg,1,0
imgFC625_png.rf.d450a83aba77d6a15ce97208604ba473.jpg,1,0
imgFC478_png.rf.0308f74cb7c700a5c52ebaf9b502142f.jpg,1,0
imgFC274_png.rf.0c0920fb1cd6d23eed01f627896161e8.jpg,1,0
imgFC715_png.rf.fe27f61ab4a6e437f2caef7bc0bbf6b1.jpg,1,0
imgFC714_png.rf.9692f0b5542468deebfdef76362f401b.jpg,1,0
imgFC870_png.rf.ea832f09871e035fc95ff1db7307e685.jpg,1,0
imgFC185_png.rf.8181b91a8d2de158cb03d454ac3b806c.jpg,1,0
imgFC203_png.rf.1acfbd10a6c36c6e244bccc754154a3c.jpg,1,0
imgFC313_png.rf.ba157387486adb54877730e62ac5aec0.jpg,1,0
imgFC755_png.rf.96474fe5274068bb3e20287ca883fe34.jpg,1,0
imgFC907_png.rf.412fdbc26ecc2b8c0f24b06490cf41fa.jpg,1,0
imgFC304_png.rf.7f5ca9e50f64fdf937e267dd3650daab.jpg,1,0
imgFC520_png.rf.4e23f708bfa29eea0fa730ee9cd93f59.jpg,1,0
imgFC570_png.rf.2640b462fa8beb0a34ae6bc8dbd22c31.jpg,1,0
imgFC714_png.rf.d5afdc6b821daf1ae9a403bb0f42e3e7.jpg,1,0
imgFC982_png.rf.798761571f1f4938ca5d0c8ab2a6b202.jpg,1,0
imgFC755_png.rf.d2e52b658ac8c71534645990539a51f2.jpg,1,0
imgFC875_png.rf.c9068373aeed64613499faa520dc2245.jpg,1,0
imgFC74_png.rf.01469bd486648e61676a6fa8dc306253.jpg,1,0
imgFC150_png.rf.e2ed3d13cba991d3aba87101943f9be8.jpg,1,0
imgFC875_png.rf.62bbd180f845a7670950d8ce0b2580de.jpg,1,0
imgFC865_png.rf.8d6ab53eecf5f14deb3d74ee4d88240f.jpg,1,0
imgFC222_png.rf.1e3dcac2ebc5773a3136f58e635b442d.jpg,1,0
imgFC1000_png.rf.8b66654f025ddc5e069277271534f414.jpg,1,0
imgFC74_png.rf.232e678cdeb37503825ef9ea1b5a39e8.jpg,1,0
imgFC766_png.rf.080122802f8d274c3adef30348be964b.jpg,1,0
imgFC759_png.rf.cea8cdef9c25fd8b37de5446a2410bbd.jpg,1,0
imgFC280_png.rf.942319a5f2fed4a1993fd9fac8caa10b.jpg,1,0
imgFC575_png.rf.2f2a896a95b49316d7b1d6db14b9b89f.jpg,1,0
imgFC870_png.rf.1f78f869ed9ac3815021a957f03e8418.jpg,1,0
imgFC894_png.rf.69839b752735f3dc8b8fa75f03764cb9.jpg,1,0
imgFC295_png.rf.ccd38803fdb0e5206b4b9c5f56817003.jpg,1,0
imgFC865_png.rf.84570ae54647d3feeaad4246aa62d6cf.jpg,1,0
imgFC982_png.rf.31101331e46ceeaae166931ee2fd878a.jpg,1,0
imgFC366_png.rf.e8731a01684b2aa50db60c280e6cfc6c.jpg,1,0
imgFC993_png.rf.60414bb1949750929fbb7e9f8d9ce053.jpg,1,0
imgFC575_png.rf.648eca45ce137258e033cc0eb7f092b6.jpg,1,0
imgFC1000_png.rf.9fe81b8ff19993445612bfeff788cc11.jpg,1,0
imgFC338_png.rf.3eccb221d20f899fd8c599b4c0292a09.jpg,1,0
imgFC192_png.rf.384d4a602a0becef8270dcd8dfc3b11b.jpg,1,0
imgFC919_png.rf.1638cb7e93252336c93603277234c8ed.jpg,1,0
imgFC246_png.rf.4b2f11dd762178d8f1495355dd615610.jpg,1,0
imgFC280_png.rf.21fd2a1fcfd3e9ee1214046d9579c57c.jpg,1,0
imgFC620_png.rf.a80ae3ccd57705ebfdeecd6e086a8957.jpg,1,0
imgFC1004_png.rf.44d08b566f0a494fe66426e3cd87678b.jpg,1,0
imgFC941_png.rf.9669489131bed4420eee36e8d900ea9b.jpg,1,0
imgFC312_png.rf.8f092c1678fd61c540e9cea9c2ce71bd.jpg,1,0
imgFC124_png.rf.3f0db77c20352e2e80ac489e0ae5477a.jpg,1,0
imgFC774_png.rf.13f4208747e24a51f17f66edad75e434.jpg,1,0
imgFC705_png.rf.744ae6fe55ae64ddaf5ce86fb2c4fd24.jpg,1,0
imgFC473_png.rf.4b8343114b070ed3e1808f48989d9bee.jpg,1,0
imgFC677_png.rf.431b4d339276200e8bae5c8f2f5286b2.jpg,1,0
imgFC185_png.rf.322e05250e2cd899cd28adaee1ca5a72.jpg,1,0
imgFC129_png.rf.12b9b2271edac51a6923e41425f1588b.jpg,1,0
imgFC691_png.rf.af31af2e221c3ecc87e7b7a3f28ea9ac.jpg,1,0
imgFC352_png.rf.48a20e6c5c16e64dcd58685f5955cd68.jpg,1,0
imgFC171_png.rf.670396752092390d39a5295b4a90772c.jpg,1,0
imgFC700_png.rf.6f2d49bc99090ca4798151fabbcc1901.jpg,1,0
imgFC835_png.rf.a31b2fd272e3f6b770a5292197d94200.jpg,1,0
imgFC624_png.rf.9ae30686c1dd8cb80cc1dfd658aacead.jpg,1,0
imgFC719_png.rf.87e3f9657c75d358e572fe6dcb320540.jpg,1,0
imgFC253_png.rf.b0174e3e4d0794ef5b70e7685c2eb9e1.jpg,1,0
imgFC503_png.rf.b54df34aacd92c2ab584c9baa00782aa.jpg,1,0
imgFC899_png.rf.478e84fd42dbd0592e4103b97b9b284c.jpg,1,0
imgFC978_png.rf.0108edafa4e4dd72d0d563f714f66c4c.jpg,1,0
imgFC42_png.rf.3675eb2c7b6321c84abc48136e45762c.jpg,1,0
imgFC347_png.rf.090da391457eafdbdf83f2f8aca2e365.jpg,1,0
imgFC309_png.rf.779b828a25caf090ae293241627b0762.jpg,1,0
imgFC668_png.rf.84235d9698b4c7e41c7ad00831bcbc5e.jpg,1,0
imgFC698_png.rf.72e982b80df06f9eafbae10abf973417.jpg,1,0
imgFC907_png.rf.b7682068c90407a7a5a82fb6f62b3546.jpg,1,0
imgFC847_png.rf.6e5c3adebbe0241484ff27e233a28ac9.jpg,1,0
imgFC672_png.rf.d9ab8c2060011378edb75a981732bd1f.jpg,1,0
imgFC637_png.rf.cae3e78c9633de26c9ff437048dd7a9b.jpg,1,0
imgFC730_png.rf.6859ea4e97fb4531c9ca42aaf8c335de.jpg,1,0
imgFC23_png.rf.faeee184ef9ab001f03648a3e5367a38.jpg,1,0
imgFC397_png.rf.86460fdd5c78dac7654718fa0afb7d1d.jpg,1,0
imgFC993_png.rf.1feb4e445344d32fde1cc33c38959cd3.jpg,1,0
imgFC67_png.rf.8ab492944658cd5551f101308c7a21d4.jpg,1,0
imgFC166_png.rf.6f263471703dbda778a654b2e407e146.jpg,1,0
imgFC332_png.rf.d0a531047f7b878e87bb379b377398e5.jpg,1,0
imgFC269_png.rf.e31aede7e64737c8048aea993c81330e.jpg,1,0
imgFC782_png.rf.221635a4355f65cfe168b6f860af7261.jpg,1,0
imgFC22_png.rf.a600904eec843d17cbaf5353c2e7791e.jpg,1,0
imgFC570_png.rf.e5728f8ba7dab13937fa67cf23a2fe98.jpg,1,0
imgFC625_png.rf.1fd9b11bd881f78db9d3943f1dec5475.jpg,1,0
imgFC860_png.rf.723365da68356a710227e8e9755aa859.jpg,1,0
imgFC703_png.rf.41971fb6f8779c9d6aec2e87255977a4.jpg,1,0
imgFC25_png.rf.29b79f7683d63bdf4538bfa825e1d4cd.jpg,1,0
imgFC524_png.rf.0800fedd89f48ec96eaf2bcb1f7a13bd.jpg,1,0
imgFC85_png.rf.da8f56eb1b7a32c2c8db500df2bec199.jpg,1,0
imgFC912_png.rf.ac872e976c47b7f3d6f79e429096e706.jpg,1,0
imgFC430_png.rf.da916bad398f7a5a8decdade02109680.jpg,1,0
imgFC620_png.rf.45a591cc63910a89e9aef3c44a5ab9e9.jpg,1,0
imgFC676_png.rf.a27cd2ec3c39a0208a3642eb02bf3b94.jpg,1,0
imgFC445_png.rf.aca8c1acb2251ce4381f145b9e098486.jpg,1,0
imgFC192_png.rf.e6b9fbf148fe34e60e216a437ed9f785.jpg,1,0
imgFC246_png.rf.4cf018332bab39683cf5ab74f1498c7d.jpg,1,0
imgFC1002_png.rf.68484ee35edd9bc086e36399f0dc4404.jpg,1,0
imgFC417_png.rf.8dc0da6c0912b239bbdd384e9267093e.jpg,1,0
imgFC555_png.rf.35c7a8b645aa5a77362aa0893d7d98e4.jpg,1,0
imgFC432_png.rf.a525b8373dc6f030ec6510061a87c135.jpg,1,0
imgFC276_png.rf.8b359272f301ba4c6cb165e6197cd70d.jpg,1,0
imgFC755_png.rf.7aa9a07e755cbc30da269a636ae563b8.jpg,1,0
imgFC493_png.rf.1a1cb166250318e1a16298fea582a16e.jpg,1,0
imgFC104_png.rf.2613140f31e5b8f29a6a47363a15368b.jpg,1,0
imgFC520_png.rf.8bd676c4d4df0e6abba207024c1779fb.jpg,1,0
imgFC317_png.rf.af1c8a9e260e9078e209401633e4ade1.jpg,1,0
imgFC721_png.rf.b2dcdc70ed6253b81d92f30cc206ca39.jpg,1,0
imgFC426_png.rf.34d6bd3c65006f59f6077bc267701343.jpg,1,0
imgFC104_png.rf.b2a20e03a0ab16265e468beaaea05784.jpg,1,0
imgFC432_png.rf.d887edeb9f120beffacf72e476e29b38.jpg,1,0
imgFC500_png.rf.625bb5d5313f4025ca9630b7de38bf32.jpg,1,0
imgFC276_png.rf.dca1f18a8ef1318a36129d4ddcdce651.jpg,1,0
imgFC721_png.rf.931ebc21eb5fb54f06ea3b8da10d2223.jpg,1,0
imgFC57_png.rf.be00d23fcf0a6603ac067de65cba299a.jpg,1,0
imgFC22_png.rf.8b282675d08810c4cfa034e5a559647a.jpg,1,0
imgFC500_png.rf.b603d8dfa7219073755e3b3e57be7db2.jpg,1,0
imgFC676_png.rf.fdbf51e3c582a1ddf5d6102fcac8636b.jpg,1,0
imgFC705_png.rf.6ea669e2b7948220c47a2d9d91e59917.jpg,1,0
imgFC274_png.rf.957324da8343cbcf8f4e645483556fba.jpg,1,0
imgFC166_png.rf.463df5ac034757a8b4f0cd53dacc7d96.jpg,1,0
imgFC253_png.rf.7c1591d1fb1809e68419e9ba3a27e2d0.jpg,1,0
imgFC912_png.rf.b843611f02f68341946427b0aa257496.jpg,1,0
imgFC637_png.rf.dbc2871510dc9e37d4a519e0114be204.jpg,1,0
imgFC397_png.rf.2bbe536468f869e8ad23bccaf2036edd.jpg,1,0
imgFC821_png.rf.3e8d68296f0f431404c88ca4791e705f.jpg,1,0
imgFC417_png.rf.bb4c149ceeb0c1aff344e2e7cd2d32ea.jpg,1,0
imgFC760_png.rf.d4fafe3863d263d7d10238812bb1c29f.jpg,1,0
imgFC1004_png.rf.744db3046cb8909b117ba1a9ed2bf5ef.jpg,1,0
imgFC625_png.rf.88cd959265e36d135fe4de7736e8b574.jpg,1,0
imgFC332_png.rf.062a49f2e9ebc055f6e2c693a1981142.jpg,1,0
imgFC119_png.rf.d197aca52989cc2ee2acf4c561bb6f33.jpg,1,0
imgFC500_png.rf.95f72151783f4d377ad0e477513d38b8.jpg,1,0
imgFC309_png.rf.ff30f7c71a239305b89318b222896742.jpg,1,0
imgFC129_png.rf.565632056a65795609b55c27a19ddfdd.jpg,1,0
imgFC119_png.rf.5853e4594567c36fd0a14cd4aaa96d13.jpg,1,0
imgFC85_png.rf.02d6f883a3064e4313c6b352a6ecfd51.jpg,1,0
imgFC309_png.rf.d77ab44c9a7d569ea32cd803b4a80e2f.jpg,1,0
imgFC885_png.rf.e3137b5ad6c049ac831f0d06b881a5c1.jpg,1,0
imgFC276_png.rf.df9c175ec7c0457721259f56d9db2f7c.jpg,1,0
imgFC860_png.rf.9992873d3531053043e65aaaa7ca5609.jpg,1,0
imgFC295_png.rf.1d5cfbd2a3cc9fed252bff5e8b263622.jpg,1,0
imgFC570_png.rf.f239dec9638241b4069e3e94d11d370b.jpg,1,0
imgFC703_png.rf.95302d1511f2b792aa0da5ca503a55f3.jpg,1,0
imgFC332_png.rf.47108c464a5490b53b064b8979eae9e8.jpg,1,0
imgFC246_png.rf.880053e594cb2b6e7407ec3d5eedfe68.jpg,1,0
imgFC620_png.rf.b5a5c836105bfc96c1865c447cb21d9b.jpg,1,0
imgFC821_png.rf.8aaa032a0319a5b2625f880ea5ae9973.jpg,1,0
imgFC67_png.rf.1406b6a634ff26713c1bcc628c457e4c.jpg,1,0
imgFC672_png.rf.3338ae0fb2271a696b6f41fc4bfb8fbd.jpg,1,0
imgFC672_png.rf.4b3985360392f8cd2451135d60dbf88a.jpg,1,0
imgFC269_png.rf.7005970cf44a94680f6eb13894e4613b.jpg,1,0
imgFC993_png.rf.9dfdf0c0aadce4b33468f67cebb95a9e.jpg,1,0
imgFC253_png.rf.9c7e9187cf7843ffdbe7f465ce44cf92.jpg,1,0
imgFC124_png.rf.1dd0e480bbf6c124a7b60d1bbe92ca71.jpg,1,0
imgFC67_png.rf.20f175f873ec500354f23e1232b15bcc.jpg,1,0
imgFC721_png.rf.95501b643b6fd1203213fb3f766b413d.jpg,1,0
imgFC503_png.rf.cb04c94877ad8df086a72d9846a4ec67.jpg,1,0
imgFC794_png.rf.2dcd425b51e99054f0251b3fa502db18.jpg,1,0
imgFC99_png.rf.2034b2fdc8ef24ad26d6b5ab48b09540.jpg,1,0
imgFC520_png.rf.b9ca6028166bb67223a447317b4502c0.jpg,1,0
imgFC323_png.rf.25a27c4a821d935578bc23b82f8a69b0.jpg,1,0
imgFC397_png.rf.aad6143a54cd9061b96de076bcf1b776.jpg,1,0
imgFC700_png.rf.ea92f27ae4945b2908d05f184eefb8a3.jpg,1,0
imgFC958_png.rf.25a6aa375d37cadad042fe38229c654c.jpg,1,0
imgFC823_png.rf.8e90a86d76684e2abea671fcdae16103.jpg,1,0
imgFC590_png.rf.513dfa0041a17588dfc4b61ed79394dd.jpg,1,0
imgFC691_png.rf.b798a90c154cca0e1bb798cf97b4c2ba.jpg,1,0
imgFC1004_png.rf.25cafa8a67851ba777d7688e6516c1d6.jpg,1,0
imgFC637_png.rf.85d7b216cb14538a7b6b210829ad65e9.jpg,1,0
imgFC821_png.rf.29e9aac1e965a3e19955894de0e7ca7a.jpg,1,0
imgFC860_png.rf.b286b5ce6e56b8d06ac4a8dfa6abc9eb.jpg,1,0
